# tracer: nop
#
# entries-in-buffer/entries-written: 19473/19473   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
           <...>-15402 [007] ....  2710.980976: app_switch_start_handler: ###########switch start! foreground 0#############
           <...>-2936  [006] ....  2711.022114: read_swap_cache_async: remote readpage 2936 "android.vending" 7f39838000 717d
           <...>-2936  [006] ....  2711.022117: do_swap_page: prefetch fault 2936 "android.vending" 7f39838000 717d
           <...>-6350  [005] ....  2711.030509: read_swap_cache_async: remote readpage 6319 "ppCenter.Looper" 7f28afe000 1b116
           <...>-6350  [005] ....  2711.030511: do_swap_page: prefetch fault 6319 "ppCenter.Looper" 7f28afe000 1b116
           <...>-15409 [004] ....  2711.035731: read_swap_cache_async: remote readpage 6319 "Measurement Wor" 7f2d820000 f1b4
           <...>-15409 [004] ....  2711.035735: do_swap_page: prefetch fault 6319 "Measurement Wor" 7f2d820000 f1b4
           <...>-2936  [006] ....  2711.037146: read_swap_cache_async: remote readpage 2936 "android.vending" 7f39834000 7189
           <...>-2936  [006] ....  2711.037149: do_swap_page: prefetch fault 2936 "android.vending" 7f39834000 7189
           <...>-3837  [005] ....  2711.053278: read_swap_cache_async: remote readpage 1339 "Binder:1339_F" 7eb56af000 b106
           <...>-3837  [005] ....  2711.053281: do_swap_page: prefetch fault 1339 "Binder:1339_F" 7eb56af000 b106
           <...>-1679  [006] ....  2711.161576: read_swap_cache_async: remote readpage 1663 "HeapTaskDaemon" 9dac2000 f11d
           <...>-1679  [006] ....  2711.161580: do_swap_page: prefetch fault 1663 "HeapTaskDaemon" 9dac2000 f11d
    RenderThread-2085  [005] ....  2711.189712: read_swap_cache_async: remote readpage 1663 "RenderThread" 7f28a1a000 3128
    RenderThread-2085  [005] ....  2711.189716: do_swap_page: prefetch fault 1663 "RenderThread" 7f28a1a000 3128
           <...>-6390  [000] ....  2711.244568: read_swap_cache_async: remote readpage 6319 "Thread-130" 7f39850000 17137
           <...>-6390  [000] ....  2711.244575: do_swap_page: prefetch fault 6319 "Thread-130" 7f39850000 17137
 send_target_man-200   [001] d..2  2711.732935: send_target_manager: send target manager - id, which_table : 5, 0
           <...>-6332  [001] ....  2716.167592: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28ac8000 17119
           <...>-6332  [001] ....  2716.167600: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28ac8000 17119
           <...>-6332  [001] ....  2716.182388: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28aed000 1b10d
           <...>-6332  [001] ....  2716.182395: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28aed000 1b10d
           <...>-6332  [001] ....  2716.184776: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f2d65b000 1b10e
           <...>-6332  [001] ....  2716.184781: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f2d65b000 1b10e
           <...>-6332  [001] ....  2716.187174: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28ac3000 1b110
           <...>-6332  [001] ....  2716.187179: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28ac3000 1b110
           <...>-6332  [001] ....  2716.189956: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28b67000 1b111
           <...>-6332  [001] ....  2716.189961: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28b67000 1b111
           <...>-6332  [001] ....  2716.192022: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28af0000 1b113
           <...>-6332  [001] ....  2716.192026: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28af0000 1b113
           <...>-6332  [001] ....  2716.194439: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28b79000 1b114
           <...>-6332  [001] ....  2716.194444: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28b79000 1b114
           <...>-6332  [001] ....  2716.196851: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28d13000 1b115
           <...>-6332  [001] ....  2716.196855: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28d13000 1b115
           <...>-6332  [001] ....  2716.199072: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28d15000 1b117
           <...>-6332  [001] ....  2716.199076: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28d15000 1b117
           <...>-6332  [001] ....  2716.201429: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f2d6c0000 1b118
           <...>-6332  [001] ....  2716.201434: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f2d6c0000 1b118
           <...>-6332  [001] ....  2716.203525: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28b03000 1b119
           <...>-6332  [001] ....  2716.203530: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28b03000 1b119
           <...>-6332  [001] ....  2716.205464: read_swap_cache_async: remote readpage 6319 "HeapTaskDaemon" 7f28b01000 1b11a
           <...>-6332  [001] ....  2716.205469: do_swap_page: prefetch fault 6319 "HeapTaskDaemon" 7f28b01000 1b11a
 send_target_man-200   [001] d..2  2721.759613: send_target_manager: send target manager - id, which_table : 5, 0
 gle.android.gms-2535  [001] ....  2721.899240: read_swap_cache_async: remote readpage 2535 "gle.android.gms" 7ea9271000 f18f
 gle.android.gms-2535  [001] ....  2721.899249: do_swap_page: prefetch fault 2535 "gle.android.gms" 7ea9271000 f18f
 send_target_man-200   [001] d..2  2731.786315: send_target_manager: send target manager - id, which_table : 5, 0
 send_target_man-200   [001] d..2  2741.813203: send_target_manager: send target manager - id, which_table : 5, 0
 send_target_man-200   [001] d..2  2751.839594: send_target_manager: send target manager - id, which_table : 5, 0
 send_target_man-200   [001] d..2  2761.866266: send_target_manager: send target manager - id, which_table : 5, 0
 send_target_man-200   [001] d..2  2771.892936: send_target_manager: send target manager - id, which_table : 5, 0
 send_target_man-200   [001] d..2  2781.919648: send_target_manager: send target manager - id, which_table : 5, 0
