12c00000-12e40000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
12e40000-12fc0000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
12fc0000-13040000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
13040000-130c0000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
130c0000-13180000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
13180000-131c0000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
131c0000-13240000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
13240000-13780000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
13780000-13840000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
13840000-13880000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
13880000-138c0000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
138c0000-13900000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
13900000-13b80000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
13b80000-14100000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
14100000-163c0000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
163c0000-16400000 ---p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
16400000-2ac00000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
7041b000-706a2000 rw-p 00000000 fd:00 1369                               /system/framework/arm64/boot.art
706a2000-70791000 rw-p 00000000 fd:00 1348                               /system/framework/arm64/boot-core-libart.art
70791000-707c7000 rw-p 00000000 fd:00 1360                               /system/framework/arm64/boot-okhttp.art
707c7000-70808000 rw-p 00000000 fd:00 1345                               /system/framework/arm64/boot-bouncycastle.art
70808000-70818000 rw-p 00000000 fd:00 1342                               /system/framework/arm64/boot-apache-xml.art
70818000-710d8000 rw-p 00000000 fd:00 1354                               /system/framework/arm64/boot-framework.art
710d8000-7110b000 rw-p 00000000 fd:00 1351                               /system/framework/arm64/boot-ext.art
7110b000-71202000 rw-p 00000000 fd:00 1363                               /system/framework/arm64/boot-telephony-common.art
71202000-71210000 rw-p 00000000 fd:00 1366                               /system/framework/arm64/boot-voip-common.art
71210000-71225000 rw-p 00000000 fd:00 1357                               /system/framework/arm64/boot-ims-common.art
71225000-71228000 rw-p 00000000 fd:00 1339                               /system/framework/arm64/boot-android.test.base.art
71228000-712e1000 r--p 00000000 fd:00 1370                               /system/framework/arm64/boot.oat
712e1000-71577000 r-xp 000b9000 fd:00 1370                               /system/framework/arm64/boot.oat
71577000-71578000 rw-p 00000000 00:00 0                                  [anon:.bss]
71578000-7157a000 r--s 00000000 fd:00 1383                               /system/framework/boot.vdex
7157a000-7157b000 r--p 0034f000 fd:00 1370                               /system/framework/arm64/boot.oat
7157b000-7157c000 rw-p 00350000 fd:00 1370                               /system/framework/arm64/boot.oat
7157c000-715c5000 r--p 00000000 fd:00 1349                               /system/framework/arm64/boot-core-libart.oat
715c5000-716ca000 r-xp 00049000 fd:00 1349                               /system/framework/arm64/boot-core-libart.oat
716ca000-716cb000 rw-p 00000000 00:00 0                                  [anon:.bss]
716cb000-716cc000 r--s 00000000 fd:00 1376                               /system/framework/boot-core-libart.vdex
716cc000-716cd000 r--p 0014e000 fd:00 1349                               /system/framework/arm64/boot-core-libart.oat
716cd000-716ce000 rw-p 0014f000 fd:00 1349                               /system/framework/arm64/boot-core-libart.oat
716ce000-716dd000 r--p 00000000 fd:00 1361                               /system/framework/arm64/boot-okhttp.oat
716dd000-7170a000 r-xp 0000f000 fd:00 1361                               /system/framework/arm64/boot-okhttp.oat
7170a000-7170b000 rw-p 00000000 00:00 0                                  [anon:.bss]
7170b000-7170c000 r--s 00000000 fd:00 1380                               /system/framework/boot-okhttp.vdex
7170c000-7170d000 r--p 0003c000 fd:00 1361                               /system/framework/arm64/boot-okhttp.oat
7170d000-7170e000 rw-p 0003d000 fd:00 1361                               /system/framework/arm64/boot-okhttp.oat
7170e000-7171b000 r--p 00000000 fd:00 1346                               /system/framework/arm64/boot-bouncycastle.oat
7171b000-71732000 r-xp 0000d000 fd:00 1346                               /system/framework/arm64/boot-bouncycastle.oat
71732000-71733000 rw-p 00000000 00:00 0                                  [anon:.bss]
71733000-71734000 r--s 00000000 fd:00 1375                               /system/framework/boot-bouncycastle.vdex
71734000-71735000 r--p 00024000 fd:00 1346                               /system/framework/arm64/boot-bouncycastle.oat
71735000-71736000 rw-p 00025000 fd:00 1346                               /system/framework/arm64/boot-bouncycastle.oat
71736000-7173b000 r--p 00000000 fd:00 1343                               /system/framework/arm64/boot-apache-xml.oat
7173b000-7173c000 r--s 00000000 fd:00 1374                               /system/framework/boot-apache-xml.vdex
7173c000-7173d000 r--p 00005000 fd:00 1343                               /system/framework/arm64/boot-apache-xml.oat
7173d000-7173e000 rw-p 00006000 fd:00 1343                               /system/framework/arm64/boot-apache-xml.oat
7173e000-719c6000 r--p 00000000 fd:00 1355                               /system/framework/arm64/boot-framework.oat
719c6000-722d3000 r-xp 00288000 fd:00 1355                               /system/framework/arm64/boot-framework.oat
722d3000-722d6000 rw-p 00000000 00:00 0                                  [anon:.bss]
722d6000-722df000 r--s 00000000 fd:00 1378                               /system/framework/boot-framework.vdex
722df000-722e0000 r--p 00b95000 fd:00 1355                               /system/framework/arm64/boot-framework.oat
722e0000-722e1000 rw-p 00b96000 fd:00 1355                               /system/framework/arm64/boot-framework.oat
722e1000-722ea000 r--p 00000000 fd:00 1352                               /system/framework/arm64/boot-ext.oat
722ea000-72301000 r-xp 00009000 fd:00 1352                               /system/framework/arm64/boot-ext.oat
72301000-72302000 rw-p 00000000 00:00 0                                  [anon:.bss]
72302000-72303000 r--s 00000000 fd:00 1377                               /system/framework/boot-ext.vdex
72303000-72304000 r--p 00020000 fd:00 1352                               /system/framework/arm64/boot-ext.oat
72304000-72305000 rw-p 00021000 fd:00 1352                               /system/framework/arm64/boot-ext.oat
72305000-72368000 r--p 00000000 fd:00 1364                               /system/framework/arm64/boot-telephony-common.oat
72368000-724c6000 r-xp 00063000 fd:00 1364                               /system/framework/arm64/boot-telephony-common.oat
724c6000-724c7000 rw-p 00000000 00:00 0                                  [anon:.bss]
724c7000-724c8000 r--s 00000000 fd:00 1381                               /system/framework/boot-telephony-common.vdex
724c8000-724c9000 r--p 001c1000 fd:00 1364                               /system/framework/arm64/boot-telephony-common.oat
724c9000-724ca000 rw-p 001c2000 fd:00 1364                               /system/framework/arm64/boot-telephony-common.oat
724ca000-724cc000 r--p 00000000 fd:00 1367                               /system/framework/arm64/boot-voip-common.oat
724cc000-724cd000 r-xp 00002000 fd:00 1367                               /system/framework/arm64/boot-voip-common.oat
724cd000-724ce000 rw-p 00000000 00:00 0                                  [anon:.bss]
724ce000-724cf000 r--s 00000000 fd:00 1382                               /system/framework/boot-voip-common.vdex
724cf000-724d0000 r--p 00003000 fd:00 1367                               /system/framework/arm64/boot-voip-common.oat
724d0000-724d1000 rw-p 00004000 fd:00 1367                               /system/framework/arm64/boot-voip-common.oat
724d1000-724d6000 r--p 00000000 fd:00 1358                               /system/framework/arm64/boot-ims-common.oat
724d6000-724e1000 r-xp 00005000 fd:00 1358                               /system/framework/arm64/boot-ims-common.oat
724e1000-724e2000 rw-p 00000000 00:00 0                                  [anon:.bss]
724e2000-724e3000 r--s 00000000 fd:00 1379                               /system/framework/boot-ims-common.vdex
724e3000-724e4000 r--p 00010000 fd:00 1358                               /system/framework/arm64/boot-ims-common.oat
724e4000-724e5000 rw-p 00011000 fd:00 1358                               /system/framework/arm64/boot-ims-common.oat
724e5000-724e7000 r--p 00000000 fd:00 1340                               /system/framework/arm64/boot-android.test.base.oat
724e7000-724e8000 r--s 00000000 fd:00 1373                               /system/framework/boot-android.test.base.vdex
724e8000-724e9000 r--p 00002000 fd:00 1340                               /system/framework/arm64/boot-android.test.base.oat
724e9000-724ea000 rw-p 00003000 fd:00 1340                               /system/framework/arm64/boot-android.test.base.oat
724ea000-72659000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
72659000-7265a000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
7265a000-72683000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
72683000-75ceb000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
75ceb000-764ea000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
764ea000-964ea000 rw-p 00000000 00:00 0                                  [anon:dalvik-free list large object space]
964ea000-984ea000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote-data-code-cache]
984ea000-9a4ea000 r--p 00000000 00:00 0                                  [anon:dalvik-zygote-jit-code-cache]
9a4ea000-9c4ea000 rw-s 00000000 00:01 184727                             /memfd:/jit-cache (deleted)
9c4ea000-9e4ea000 r-xs 02000000 00:01 184727                             /memfd:/jit-cache (deleted)
9e4ea000-9e67f000 rw-p 00000000 00:00 0                                  [anon:dalvik-/data/app/com.king.candycrushsaga-PLBy10I-thXfvYnXXqzvxA==/oat/arm64/base.art]
ebad6000-ebad7000 ---p 00000000 00:00 0                                  [anon:dalvik-Sentinel fault page]
7f9960000-7f9d70000 rw-s 00682000 00:12 81                               /dev/kgsl-3d0
7f9d70000-7f9e80000 rw-s 0067e000 00:12 81                               /dev/kgsl-3d0
7f9e80000-7f9f90000 rw-s 0067c000 00:12 81                               /dev/kgsl-3d0
7f9f9c000-7f9fa0000 rw-s 0067a000 00:12 81                               /dev/kgsl-3d0
7f9fa0000-7f9fa4000 rw-s 00679000 00:12 81                               /dev/kgsl-3d0
7f9fa4000-7f9fa6000 rw-s 00678000 00:12 81                               /dev/kgsl-3d0
7f9fa6000-7f9fa8000 rw-s 00677000 00:12 81                               /dev/kgsl-3d0
7f9fa8000-7f9fb0000 rw-s 00676000 00:12 81                               /dev/kgsl-3d0
7f9fb0000-7f9fc0000 rw-s 00675000 00:12 81                               /dev/kgsl-3d0
7f9fc0000-7fa3c0000 rw-s 00674000 00:12 81                               /dev/kgsl-3d0
7fa3c0000-7fa3d0000 rw-s 00673000 00:12 81                               /dev/kgsl-3d0
7fa3d0000-7fa7e0000 rw-s 00672000 00:12 81                               /dev/kgsl-3d0
7fa7e0000-7fa7e8000 rw-s 00671000 00:12 81                               /dev/kgsl-3d0
7fa7e8000-7fa7ec000 rw-s 0066a000 00:12 81                               /dev/kgsl-3d0
7fa7ec000-7fa7f0000 rw-s 00669000 00:12 81                               /dev/kgsl-3d0
7fa7f0000-7fa800000 rw-s 00668000 00:12 81                               /dev/kgsl-3d0
7fa800000-7fac10000 rw-s 00667000 00:12 81                               /dev/kgsl-3d0
7fac11000-7fac12000 rw-s 00670000 00:12 81                               /dev/kgsl-3d0
7fac12000-7fac14000 rw-s 0066e000 00:12 81                               /dev/kgsl-3d0
7fac14000-7fac18000 rw-s 00666000 00:12 81                               /dev/kgsl-3d0
7fac18000-7fac20000 rw-s 00665000 00:12 81                               /dev/kgsl-3d0
7fac20000-7fb030000 rw-s 00664000 00:12 81                               /dev/kgsl-3d0
7fb031000-7fb032000 rw-s 0066f000 00:12 81                               /dev/kgsl-3d0
7fb032000-7fb033000 rw-s 0066d000 00:12 81                               /dev/kgsl-3d0
7fb033000-7fb034000 rw-s 0066c000 00:12 81                               /dev/kgsl-3d0
7fb034000-7fb03c000 rw-s 00663000 00:12 81                               /dev/kgsl-3d0
7fb03c000-7fb040000 rw-s 00662000 00:12 81                               /dev/kgsl-3d0
7fb040000-7fb150000 rw-s 00661000 00:12 81                               /dev/kgsl-3d0
7fb150000-7fb560000 rw-s 0065f000 00:12 81                               /dev/kgsl-3d0
7fb561000-7fb562000 rw-s 0066b000 00:12 81                               /dev/kgsl-3d0
7fb562000-7fb566000 rw-s 00660000 00:12 81                               /dev/kgsl-3d0
7fb566000-7fb56a000 rw-s 0065e000 00:12 81                               /dev/kgsl-3d0
7fb56a000-7fb56e000 rw-s 0065d000 00:12 81                               /dev/kgsl-3d0
7fb56e000-7fb570000 rw-s 0065b000 00:12 81                               /dev/kgsl-3d0
7fb570000-7fb590000 rw-s 00659000 00:12 81                               /dev/kgsl-3d0
7fb590000-7fb9a0000 rw-s 00658000 00:12 81                               /dev/kgsl-3d0
7fb9a0000-7fba22000 rw-s 00657000 00:12 81                               /dev/kgsl-3d0
7fba23000-7fba24000 rw-s 0065c000 00:12 81                               /dev/kgsl-3d0
7fba24000-7fba26000 rw-s 0065a000 00:12 81                               /dev/kgsl-3d0
7fba26000-7fba27000 rw-s 00656000 00:12 81                               /dev/kgsl-3d0
7fba27000-7fba28000 rw-s 00655000 00:12 81                               /dev/kgsl-3d0
7fba28000-7fba29000 rw-s 00654000 00:12 81                               /dev/kgsl-3d0
7fba29000-7fba2a000 rw-s 00653000 00:12 81                               /dev/kgsl-3d0
7fba2a000-7fba2b000 rw-s 00652000 00:12 81                               /dev/kgsl-3d0
7fba2b000-7fba2c000 rw-s 00651000 00:12 81                               /dev/kgsl-3d0
7fba2c000-7fba2d000 rw-s 00650000 00:12 81                               /dev/kgsl-3d0
7fba2d000-7fba2e000 rw-s 0064f000 00:12 81                               /dev/kgsl-3d0
7fba2e000-7fba2f000 rw-s 0064e000 00:12 81                               /dev/kgsl-3d0
7fba2f000-7fba30000 rw-s 0064d000 00:12 81                               /dev/kgsl-3d0
7fba30000-7fba40000 rw-s 0064a000 00:12 81                               /dev/kgsl-3d0
7fba40000-7fbb40000 rw-s 00649000 00:12 81                               /dev/kgsl-3d0
7fbb41000-7fbb42000 rw-s 0064c000 00:12 81                               /dev/kgsl-3d0
7fbb42000-7fbb43000 rw-s 0064b000 00:12 81                               /dev/kgsl-3d0
7fbb43000-7fbb45000 rw-s 00648000 00:12 81                               /dev/kgsl-3d0
7fbb45000-7fbb49000 rw-s 00647000 00:12 81                               /dev/kgsl-3d0
7fbb49000-7fbb4a000 rw-s 00646000 00:12 81                               /dev/kgsl-3d0
7fbb4a000-7fbb4c000 rw-s 00645000 00:12 81                               /dev/kgsl-3d0
7fbb4c000-7fbb4e000 rw-s 00643000 00:12 81                               /dev/kgsl-3d0
7fbb4e000-7fbb50000 rw-s 00642000 00:12 81                               /dev/kgsl-3d0
7fbb50000-7fbb60000 rw-s 0063e000 00:12 81                               /dev/kgsl-3d0
7fbb60000-7fbf70000 rw-s 0063d000 00:12 81                               /dev/kgsl-3d0
7fbf70000-7fbf80000 rw-s 0062a000 00:12 81                               /dev/kgsl-3d0
7fbf80000-7fc390000 rw-s 00629000 00:12 81                               /dev/kgsl-3d0
7fc390000-7fc3a0000 rw-s 00628000 00:12 81                               /dev/kgsl-3d0
7fc3a0000-7fc3b0000 rw-s 00627000 00:12 81                               /dev/kgsl-3d0
7fc3b0000-7fc3d0000 rw-s 00626000 00:12 81                               /dev/kgsl-3d0
7fc3d0000-7fc3e0000 rw-s 00625000 00:12 81                               /dev/kgsl-3d0
7fc3e0000-7fc3f0000 rw-s 00624000 00:12 81                               /dev/kgsl-3d0
7fc3f0000-7fc400000 rw-s 00623000 00:12 81                               /dev/kgsl-3d0
7fc400000-7fc410000 rw-s 00622000 00:12 81                               /dev/kgsl-3d0
7fc410000-7fc420000 rw-s 00621000 00:12 81                               /dev/kgsl-3d0
7fc420000-7fc430000 rw-s 00620000 00:12 81                               /dev/kgsl-3d0
7fc431000-7fc432000 rw-s 00644000 00:12 81                               /dev/kgsl-3d0
7fc432000-7fc434000 rw-s 00641000 00:12 81                               /dev/kgsl-3d0
7fc434000-7fc436000 rw-s 00640000 00:12 81                               /dev/kgsl-3d0
7fc436000-7fc438000 rw-s 0063f000 00:12 81                               /dev/kgsl-3d0
7fc438000-7fc440000 rw-s 0061f000 00:12 81                               /dev/kgsl-3d0
7fc440000-7fc450000 rw-s 0061e000 00:12 81                               /dev/kgsl-3d0
7fc450000-7fc460000 rw-s 0061c000 00:12 81                               /dev/kgsl-3d0
7fc461000-7fc462000 rw-s 0063c000 00:12 81                               /dev/kgsl-3d0
7fc462000-7fc463000 rw-s 0063b000 00:12 81                               /dev/kgsl-3d0
7fc463000-7fc464000 rw-s 0063a000 00:12 81                               /dev/kgsl-3d0
7fc464000-7fc465000 rw-s 00639000 00:12 81                               /dev/kgsl-3d0
7fc465000-7fc466000 rw-s 00638000 00:12 81                               /dev/kgsl-3d0
7fc466000-7fc467000 rw-s 00637000 00:12 81                               /dev/kgsl-3d0
7fc467000-7fc468000 rw-s 00636000 00:12 81                               /dev/kgsl-3d0
7fc468000-7fc470000 rw-s 0061b000 00:12 81                               /dev/kgsl-3d0
7fc470000-7fc480000 rw-s 0061a000 00:12 81                               /dev/kgsl-3d0
7fc480000-7fc490000 rw-s 00617000 00:12 81                               /dev/kgsl-3d0
7fc491000-7fc492000 rw-s 00635000 00:12 81                               /dev/kgsl-3d0
7fc492000-7fc493000 rw-s 00634000 00:12 81                               /dev/kgsl-3d0
7fc493000-7fc494000 rw-s 00633000 00:12 81                               /dev/kgsl-3d0
7fc494000-7fc495000 rw-s 00632000 00:12 81                               /dev/kgsl-3d0
7fc495000-7fc496000 rw-s 00631000 00:12 81                               /dev/kgsl-3d0
7fc496000-7fc497000 rw-s 00630000 00:12 81                               /dev/kgsl-3d0
7fc497000-7fc498000 rw-s 0062f000 00:12 81                               /dev/kgsl-3d0
7fc498000-7fc4a0000 rw-s 00616000 00:12 81                               /dev/kgsl-3d0
7fc4a0000-7fc4b0000 rw-s 00615000 00:12 81                               /dev/kgsl-3d0
7fc4b0000-7fc4c0000 rw-s 00613000 00:12 81                               /dev/kgsl-3d0
7fc4c0000-7fc4d0000 rw-s 00611000 00:12 81                               /dev/kgsl-3d0
7fc4d0000-7fc51a000 rw-s 0060f000 00:12 81                               /dev/kgsl-3d0
7fc51b000-7fc51c000 rw-s 0062e000 00:12 81                               /dev/kgsl-3d0
7fc51c000-7fc51e000 rw-s 0061d000 00:12 81                               /dev/kgsl-3d0
7fc51e000-7fc520000 rw-s 00619000 00:12 81                               /dev/kgsl-3d0
7fc520000-7fc528000 rw-s 00612000 00:12 81                               /dev/kgsl-3d0
7fc528000-7fc530000 rw-s 0060e000 00:12 81                               /dev/kgsl-3d0
7fc530000-7fc540000 rw-s 0060c000 00:12 81                               /dev/kgsl-3d0
7fc541000-7fc542000 rw-s 0062d000 00:12 81                               /dev/kgsl-3d0
7fc542000-7fc544000 rw-s 00618000 00:12 81                               /dev/kgsl-3d0
7fc544000-7fc546000 rw-s 00614000 00:12 81                               /dev/kgsl-3d0
7fc546000-7fc54e000 rw-s 0060d000 00:12 81                               /dev/kgsl-3d0
7fc54e000-7fc550000 rw-s 0060b000 00:12 81                               /dev/kgsl-3d0
7fc660000-7fc670000 rw-s 00607000 00:12 81                               /dev/kgsl-3d0
7fc670000-7fc678000 rw-s 00606000 00:12 81                               /dev/kgsl-3d0
7fc678000-7fc680000 rw-s 00605000 00:12 81                               /dev/kgsl-3d0
7fc680000-7fc688000 rw-s 00603000 00:12 81                               /dev/kgsl-3d0
7fc688000-7fc690000 rw-s 00602000 00:12 81                               /dev/kgsl-3d0
7fc690000-7fc6a0000 rw-s 00601000 00:12 81                               /dev/kgsl-3d0
7fc6a0000-7fc6b0000 rw-s 005ff000 00:12 81                               /dev/kgsl-3d0
7fc6b0000-7fc6b8000 rw-s 005fe000 00:12 81                               /dev/kgsl-3d0
7fc6b8000-7fc6c0000 rw-s 005fd000 00:12 81                               /dev/kgsl-3d0
7fc6c0000-7fc7d0000 rw-s 005fb000 00:12 81                               /dev/kgsl-3d0
7fc7d0000-7fc7e0000 rw-s 005fa000 00:12 81                               /dev/kgsl-3d0
7fc7e0000-7fc8f0000 rw-s 005f9000 00:12 81                               /dev/kgsl-3d0
7fc8f0000-7fc900000 rw-s 005f8000 00:12 81                               /dev/kgsl-3d0
7fc900000-7fca10000 rw-s 005f7000 00:12 81                               /dev/kgsl-3d0
7fca10000-7fca20000 rw-s 005f6000 00:12 81                               /dev/kgsl-3d0
7fca20000-7fcb20000 rw-s 005f5000 00:12 81                               /dev/kgsl-3d0
7fcb20000-7fcb28000 rw-s 005f4000 00:12 81                               /dev/kgsl-3d0
7fcb28000-7fcb30000 rw-s 005f3000 00:12 81                               /dev/kgsl-3d0
7fcb30000-7fcb40000 rw-s 005f2000 00:12 81                               /dev/kgsl-3d0
7fcb40000-7fcc50000 rw-s 005f1000 00:12 81                               /dev/kgsl-3d0
7fcc51000-7fcc52000 rw-s 0062c000 00:12 81                               /dev/kgsl-3d0
7fcc56000-7fcc58000 rw-s 00608000 00:12 81                               /dev/kgsl-3d0
7fcc58000-7fcc60000 rw-s 005f0000 00:12 81                               /dev/kgsl-3d0
7fcc60000-7fcc80000 rw-s 005ee000 00:12 81                               /dev/kgsl-3d0
7fcc81000-7fcc82000 rw-s 0062b000 00:12 81                               /dev/kgsl-3d0
7fcc82000-7fcc84000 rw-s 00604000 00:12 81                               /dev/kgsl-3d0
7fcc84000-7fcc86000 rw-s 00600000 00:12 81                               /dev/kgsl-3d0
7fcc86000-7fcc88000 rw-s 005fc000 00:12 81                               /dev/kgsl-3d0
7fcc88000-7fcc8c000 rw-s 005ef000 00:12 81                               /dev/kgsl-3d0
7fcc8c000-7fcc90000 rw-s 005ed000 00:12 81                               /dev/kgsl-3d0
7fcc90000-7fcca0000 rw-s 005ec000 00:12 81                               /dev/kgsl-3d0
7fcca0000-7fccb0000 rw-s 005ea000 00:12 81                               /dev/kgsl-3d0
7fccb1000-7fccb2000 rw-s 00610000 00:12 81                               /dev/kgsl-3d0
7fccb2000-7fccba000 rw-s 005eb000 00:12 81                               /dev/kgsl-3d0
7fccba000-7fccbb000 rw-s 005e9000 00:12 81                               /dev/kgsl-3d0
7fccbb000-7fccbc000 rw-s 005e8000 00:12 81                               /dev/kgsl-3d0
7fccbc000-7fccbd000 rw-s 005e7000 00:12 81                               /dev/kgsl-3d0
7fccbd000-7fccbe000 rw-s 005e6000 00:12 81                               /dev/kgsl-3d0
7fccbe000-7fccbf000 rw-s 005e5000 00:12 81                               /dev/kgsl-3d0
7fccbf000-7fccc0000 rw-s 005e4000 00:12 81                               /dev/kgsl-3d0
7fccc0000-7fccd0000 rw-s 005dc000 00:12 81                               /dev/kgsl-3d0
7fccd0000-7fccd8000 rw-s 005db000 00:12 81                               /dev/kgsl-3d0
